outlet_1,outlet_2,cosine_distance
abcnews.go.com,ajc.com,0.7025803204748038
abcnews.go.com,arstechnica.com,0.5279818319757137
abcnews.go.com,augustachronicle.com,0.30114708933653533
abcnews.go.com,azcentral.com,0.669341646235478
abcnews.go.com,baltimoresun.com,0.11407594607103377
abcnews.go.com,benzinga.com,0.35850642713646586
abcnews.go.com,berkshireeagle.com,0.3672136993762727
abcnews.go.com,billboard.com,0.6258562419611118
abcnews.go.com,bloomberg.com,0.21897018904535426
abcnews.go.com,bostonglobe.com,0.28610693275520316
abcnews.go.com,breitbart.com,0.3786435182793316
abcnews.go.com,buzzfeed.com,0.7899220176603441
abcnews.go.com,cbsnews.com,0.4627431721998093
abcnews.go.com,centralmaine.com,0.3742011501739908
abcnews.go.com,cherokeephoenix.org,0.5058255853572414
abcnews.go.com,chicagotribune.com,0.937362467577944
abcnews.go.com,cleveland.com,0.5082255463753309
abcnews.go.com,cnbc.com,0.47978684465918464
abcnews.go.com,cnn.com,0.4398104341826714
abcnews.go.com,courant.com,0.08820951310924074
abcnews.go.com,dailycaller.com,0.34298419229895893
abcnews.go.com,dailykos.com,0.590426843695322
abcnews.go.com,dailysignal.com,0.33755755223410777
abcnews.go.com,denverpost.com,0.3899157531705457
abcnews.go.com,engadget.com,0.4858809879345132
abcnews.go.com,forbes.com,0.31931994331299907
abcnews.go.com,fortune.com,0.4412591970191403
abcnews.go.com,foxnews.com,0.9017204948669721
abcnews.go.com,freep.com,0.6169423545567047
abcnews.go.com,gizmodo.com,0.5435337478434353
abcnews.go.com,grist.org,0.42882874488398237
abcnews.go.com,hotair.com,0.4317486031445843
abcnews.go.com,ibtimes.com,0.9340275058318461
abcnews.go.com,ictnews.org,0.5763729545955152
abcnews.go.com,inquirer.com,0.10027588609646998
abcnews.go.com,jsonline.com,0.4254291098076666
abcnews.go.com,latimes.com,0.18526519021046717
abcnews.go.com,livescience.com,0.7945194427234163
abcnews.go.com,mercurynews.com,0.5667013541472761
abcnews.go.com,mlive.com,0.5082255463753309
abcnews.go.com,motherjones.com,0.30973058322683933
abcnews.go.com,newsblaze.com,0.8810086652697965
abcnews.go.com,newsday.com,0.0678040512849366
abcnews.go.com,newsweek.com,0.4369322619742466
abcnews.go.com,newyorker.com,0.4340027755401612
abcnews.go.com,npr.org,0.32217940680699286
abcnews.go.com,nypost.com,0.33021973379883307
abcnews.go.com,nytimes.com,0.6847627077059846
abcnews.go.com,observer.com,0.5783100387016469
abcnews.go.com,ocregister.com,0.08618876881914728
abcnews.go.com,opednews.com,0.5838723021681096
abcnews.go.com,oregonlive.com,0.43150664633489
abcnews.go.com,orlandosentinel.com,0.13821303349919412
abcnews.go.com,pbs.org,0.3067821541743718
abcnews.go.com,pilotonline.com,0.1065482579757947
abcnews.go.com,pjmedia.com,0.33044598156782723
abcnews.go.com,postandcourier.com,0.2706891442087477
abcnews.go.com,realclearpolitics.com,0.38163907488737847
abcnews.go.com,redstate.com,0.4910074173618115
abcnews.go.com,reuters.com,0.3057729948640384
abcnews.go.com,sandiegouniontribune.com,0.09833195614458001
abcnews.go.com,schwartzreport.net,0.5909090995713068
abcnews.go.com,scientificamerican.com,0.37600554819392873
abcnews.go.com,seattletimes.com,0.09631011988362703
abcnews.go.com,spectator.org,0.383857970932556
abcnews.go.com,staradvertiser.com,0.4228493962306056
abcnews.go.com,sun-sentinel.com,0.11666750523582026
abcnews.go.com,syracuse.com,0.4591878796732489
abcnews.go.com,theconversation.com,0.20206977761862055
abcnews.go.com,thedailybeast.com,0.613956137869083
abcnews.go.com,theguardian.com,0.25381105734557896
abcnews.go.com,thenation.com,0.513767811164697
abcnews.go.com,theweek.com,0.418342871546987
abcnews.go.com,time.com,0.5090373758029034
abcnews.go.com,townhall.com,0.36220437229981284
abcnews.go.com,twincities.com,0.09066277669882661
abcnews.go.com,upi.com,0.38949793603913296
abcnews.go.com,usatoday.com,0.42186756096697386
abcnews.go.com,variety.com,0.6883001602970824
abcnews.go.com,vox.com,0.34998487100110165
abcnews.go.com,wired.com,0.49916374015461984
ajc.com,arstechnica.com,0.7966883217270028
ajc.com,augustachronicle.com,0.7254585076410598
ajc.com,azcentral.com,0.9566145106785318
ajc.com,baltimoresun.com,0.6734764929939618
ajc.com,benzinga.com,0.6542833901863149
ajc.com,berkshireeagle.com,0.8135186228226271
ajc.com,billboard.com,0.7764462356844717
ajc.com,bloomberg.com,0.633421371526983
ajc.com,bostonglobe.com,0.6703291138533585
ajc.com,breitbart.com,0.7433041750638227
ajc.com,buzzfeed.com,0.9983765846898067
ajc.com,cbsnews.com,0.7507658469962604
ajc.com,centralmaine.com,0.8752239837448705
ajc.com,cherokeephoenix.org,0.8508991164544555
ajc.com,chicagotribune.com,0.9632115453705089
ajc.com,cleveland.com,0.7811497067242192
ajc.com,cnbc.com,0.6924840373343835
ajc.com,cnn.com,0.7039971783607
ajc.com,courant.com,0.6698614882526783
ajc.com,dailycaller.com,0.7187839330296142
ajc.com,dailykos.com,0.802791232552579
ajc.com,dailysignal.com,0.7317920470347867
ajc.com,denverpost.com,0.656913569001273
ajc.com,engadget.com,0.7105901069816454
ajc.com,forbes.com,0.7048226957938315
ajc.com,fortune.com,0.6208891132709102
ajc.com,foxnews.com,0.8891571212855125
ajc.com,freep.com,0.6597369390297434
ajc.com,gizmodo.com,0.7297105262531678
ajc.com,grist.org,0.7076378339550518
ajc.com,hotair.com,0.8053324662243303
ajc.com,ibtimes.com,0.8590111395138028
ajc.com,ictnews.org,0.7800005019313043
ajc.com,inquirer.com,0.6132923026201508
ajc.com,jsonline.com,0.8503592306196149
ajc.com,latimes.com,0.6921586645237798
ajc.com,livescience.com,0.8296105169896192
ajc.com,mercurynews.com,0.7402938522800628
ajc.com,mlive.com,0.7811497067242192
ajc.com,motherjones.com,0.6565868293978012
ajc.com,newsblaze.com,0.8637280416139743
ajc.com,newsday.com,0.6510726089697647
ajc.com,newsweek.com,0.751875366514841
ajc.com,newyorker.com,0.840135476659122
ajc.com,npr.org,0.6937872846246708
ajc.com,nypost.com,0.6785227943477949
ajc.com,nytimes.com,0.7321673368862402
ajc.com,observer.com,0.6862299355852756
ajc.com,ocregister.com,0.6599249136342102
ajc.com,opednews.com,0.8682661479834198
ajc.com,oregonlive.com,0.8011332572700507
ajc.com,orlandosentinel.com,0.7044160304860374
ajc.com,pbs.org,0.8876859488175424
ajc.com,pilotonline.com,0.6712732789463156
ajc.com,pjmedia.com,0.8134764790412259
ajc.com,postandcourier.com,0.7626366841300374
ajc.com,realclearpolitics.com,0.8011492661541917
ajc.com,redstate.com,0.7966609889604513
ajc.com,reuters.com,0.6326708392271518
ajc.com,sandiegouniontribune.com,0.6336125083570556
ajc.com,schwartzreport.net,0.7223320328678942
ajc.com,scientificamerican.com,0.7486459374270136
ajc.com,seattletimes.com,0.6383988251654582
ajc.com,spectator.org,0.8159779888885996
ajc.com,staradvertiser.com,0.6034119507611421
ajc.com,sun-sentinel.com,0.6660741468757128
ajc.com,syracuse.com,0.7653771555877515
ajc.com,theconversation.com,0.6850965884349631
ajc.com,thedailybeast.com,0.8481610251736984
ajc.com,theguardian.com,0.6268373730938155
ajc.com,thenation.com,0.8863845635724075
ajc.com,theweek.com,0.8111748548572134
ajc.com,time.com,0.7916370832216658
ajc.com,townhall.com,0.7830981628939971
ajc.com,twincities.com,0.6565607576882523
ajc.com,upi.com,0.7456612681705199
ajc.com,usatoday.com,0.8604242454491831
ajc.com,variety.com,0.9413700365708488
ajc.com,vox.com,0.7510803247866014
ajc.com,wired.com,0.724645195342406
arstechnica.com,augustachronicle.com,0.6424212432378533
arstechnica.com,azcentral.com,0.926788881974968
arstechnica.com,baltimoresun.com,0.5972292358066696
arstechnica.com,benzinga.com,0.5950996532211119
arstechnica.com,berkshireeagle.com,0.5842555490218413
arstechnica.com,billboard.com,0.7597103916337924
arstechnica.com,bloomberg.com,0.48646940973482444
arstechnica.com,bostonglobe.com,0.6929751950496952
arstechnica.com,breitbart.com,0.7820130125670419
arstechnica.com,buzzfeed.com,0.8408145604664253
arstechnica.com,cbsnews.com,0.7454742659668752
arstechnica.com,centralmaine.com,0.7834343575954748
arstechnica.com,cherokeephoenix.org,0.7012982597774062
arstechnica.com,chicagotribune.com,0.897961283009752
arstechnica.com,cleveland.com,0.7451226298633127
arstechnica.com,cnbc.com,0.5867379269248308
arstechnica.com,cnn.com,0.5976976786081751
arstechnica.com,courant.com,0.5303906103326574
arstechnica.com,dailycaller.com,0.6575679420180212
arstechnica.com,dailykos.com,0.8842150937208623
arstechnica.com,dailysignal.com,0.7381453441003482
arstechnica.com,denverpost.com,0.7351952434045594
arstechnica.com,engadget.com,0.5979466587402753
arstechnica.com,forbes.com,0.5990833270818652
arstechnica.com,fortune.com,0.6372874700816935
arstechnica.com,foxnews.com,0.9309211622753438
arstechnica.com,freep.com,0.7213274943481942
arstechnica.com,gizmodo.com,0.6278659411046354
arstechnica.com,grist.org,0.6983378832433156
arstechnica.com,hotair.com,0.6833216540656117
arstechnica.com,ibtimes.com,0.9598327303505637
arstechnica.com,ictnews.org,0.746107540129261
arstechnica.com,inquirer.com,0.4724652770723462
arstechnica.com,jsonline.com,0.8443445582886369
