media_name,year_month,centroid
abcnews.go.com,2025-11,"[-0.014757026743609458, 0.03511699673254043, 0.03463459513295675, 0.0408348467462929, 0.05511965573532507, 0.0042634187411749735, -0.050795035229839414, 0.003924805918359198, -0.03332905536808539, 0.034405824437271804, 0.011377343216736335, -0.0370356701878336, -0.03120866513927467, 0.02286187667050399, 0.016895473694603425, 0.01586656826111721, -0.004661525948904455, -0.02520890063897241, -0.004040217747387942, -0.02808852960151853, -0.005416208121459931, 0.012025157062453218, 0.0015735476627014577, 0.03729675845897873, -0.02412438820465468, 0.013819380226777866, -0.02573273172311019, -6.15085918980185e-05, -0.028024597908370197, 0.007701401860686019, 0.023023442830890417, 0.037724576104665175, 0.013435874032438733, 0.026503549015615135, 0.0422092768130824, 0.022939179063541815, -0.0098479621738079, -0.020872611494269222, -0.010395598277682438, 0.0070497412598342635, 0.021853344442206435, -0.04699255575542338, 0.0035667907213792205, -0.0317566974190413, -0.03594798238191288, -0.010095525707583874, 0.02128763686050661, 0.026709588477388024, -0.015148460297496058, -0.026843285905101766, 0.060725381947122514, -0.003112221515038982, -0.043365162098780274, -0.02987037494312972, -0.010288342797139194, -0.011836637248052284, 0.011021615129720885, -0.0008322713583766017, 0.028890024907013867, 0.01737469361978583, 0.016096987499622628, -0.014703629158248077, -0.06316634213726502, 0.017646304273512214, 0.06512297972221859, -0.002873720077332109, 0.009219502918313083, 0.036350353810121305, -0.013914638169808313, -0.01551469077821821, -0.00018825562437996268, -0.0028103989757255476, -0.0004964586842106655, -0.023537987806776073, 0.0027766009734477848, 0.021257319445794565, -0.015270840594894253, 0.03924510639626533, 0.07789505688924692, -0.01707182836253196, 0.033991898424574174, -0.019935763710236643, -0.004687077744165435, -0.024341564829228446, 0.02146520040696487, -0.007824782514944673, 0.022217884863493964, -0.019805911884759553, 0.04696425048587116, -0.030746587057365105, -0.02093077902100049, -0.017537998806801625, 0.029168539142119698, 0.030952035216614604, -0.0687047722749412, 0.03717495192631759, 0.023245179443620145, -0.005138015956617892, -0.03334666299633682, -0.0025216886133421212, 0.039027404389344156, 0.0062156412459444255, -0.003505056316498667, -0.035129701616824605, -0.04305509230471216, -0.0016406826543970965, -0.014990570954978466, -0.019414135662373155, 0.0012912181773572229, 0.0491207203886006, -0.050870472798123956, 0.009218872131896205, -0.02585396679933183, -0.026406228527775966, 0.01310800360806752, 0.028316320531303063, -0.009241476247552782, -0.019749742903513834, 0.015434551634825766, -0.05350067003018921, -0.034877717786002904, -0.033064901479519904, -0.04292119335150346, -0.012931321514770389, 0.023289757345082762, 0.004133330288823345, -0.0067141768986402894, -1.6298745870785923e-33, 0.02756509926985018, -0.01496869168477133, 0.007627043145475909, 0.0036341234808787704, 0.04401454276739969, 0.027208528452320024, 0.0010600586028886028, -0.0274287749780342, -0.032293703232426196, -0.009710345322673675, -0.004675103584304452, 0.018782614068186376, -0.0005046495571150444, 0.02402290591271594, 0.01735227826065966, -0.027292121139907977, -0.03160145958827343, 0.039321943680988625, -0.021183274351642467, 0.008363273484064848, -0.01628451123542618, -0.01148836110951379, 0.015265922895196127, 0.028356966970022768, 0.042235382221406326, -0.004132294942792214, 0.020773099775396986, -0.014342183698317967, 0.008781662234468968, 0.006769753978915105, -0.017995660520682577, 0.03476163820596412, -0.02242522846790962, 0.010939516039798036, -0.01301428151782602, 0.01670048439700622, 0.011231073760427535, -0.001500920858234167, -0.0433340601157397, 0.0011003146501025185, 0.008097681682556868, 0.010820827599673066, -0.035233511785008886, 0.009690563310869038, 0.04907100909622386, -0.023209604070871137, 0.03998228456475772, -0.021701080724596977, -0.014338524793856777, 0.004888008246780373, -0.013694950001081452, 0.021294468620908447, -0.03909588206443004, -0.05789078777161194, 0.03545406082412228, -0.00952378788497299, 0.011086688820796553, -0.015165263539529406, 0.01396110398854944, -0.04708552602096461, 0.0020393057930050418, 0.005994846724206582, -0.016921809350606054, 0.008404959389736177, 0.04844791497453116, 0.04593383363135217, -0.011744467774406075, 0.03717583646357525, -0.006305348419118673, 0.022198824444785714, 0.005796118603029754, 0.010270166290865745, 0.013841817126376554, 0.005965951990219764, -0.002243842121970374, -0.007529504800913855, -0.017070671659894288, 0.017159702139906585, 0.013621020072605461, 0.014855451099720085, -0.005206897636526264, 0.008790101099293679, 0.05418822203137097, 0.01819560038347845, -0.0044318861328065395, -0.05470310483360663, -0.0072128394785977434, 0.0417751083150506, 6.906305952725234e-05, 0.002099516786984168, -0.007800522202160209, -0.03353274048276944, 0.05668373765365686, 0.0430351433060423, 0.025830535581917502, 1.0003283218297951e-34, 0.01615835567827162, -0.0035391597848501988, -0.0045419015805236995, 0.007238025136757642, -0.018605990131618455, -0.02966598910279572, -0.005596718940068968, -0.0032807223324198276, 0.03031221499259118, -0.019803050439804792, -0.03511006917688064, 0.02514898666413501, 0.039730885677272454, 0.004295079474104568, 0.02982035285094753, -0.024803922562568914, 0.02993662341759773, -0.022071711595344823, -0.03583329592879636, -0.008562536429963075, 0.06039040112227667, -0.021761085794423707, -0.03065919308573939, 0.018709427564317593, -0.057403410552069545, -0.003875037655234337, 0.019250103541708086, -0.027036281331675127, 0.016014362416171934, -0.04404517577495426, -0.03967086490320071, 0.033000150442603626, -0.04746672048349865, 0.041631572297774255, -0.02838932123268023, -0.002105219551594928, -0.01805650381720625, -0.0043113838764838874, -0.014438277969020419, 0.0032531082106288522, 0.01458672031731112, -0.06634261694853194, -0.012837681177188642, -0.012536640670077759, 0.004882792731223162, -0.03329672913241666, 0.021870524680707604, -0.02720845319709042, -0.01821538741933182, -0.019276551315670076, 0.0358092375099659, -0.004252917242411058, -0.04851341340690851, 0.03500926660490222, -0.004468717554118484, -0.015078514959895983, 0.017167511919979006, -0.027190189677639864, 0.005096124776173383, -0.012404181718011387, 0.019804325478617102, 0.05694011549348943, 0.022818375124188606, -0.010873772174818441, -0.016253124573267996, -0.01863690003665397, -0.035099907996482216, -0.008157302563631674, 0.06549841235391796, 0.04928683050638938, 0.027296532614855096, -0.027702149178367108, -0.037087534758029506, -0.01481179369147867, 0.038553170605155174, 0.00907151255523786, -0.017734835606461274, 0.04222126018430572, 0.003700846875631214, 0.035979346201202134, -0.003800127364229411, 0.005287923573632725, 0.004081530758412555, -0.00521643363754265, 0.06879044114612043, 0.010345252434490249, -0.015395622831420042, -0.06945092571550049, 0.0438069938973058, 0.09681777458172292, -0.045926434235298075, -0.018023016964434646, -0.018119134030712303, 0.05860492860665545, -0.021071096227387898, -1.9030401587905033e-08, 0.005122272938024253, 0.010898714310314972, 0.005997724758344702, 0.033927488257177174, 0.00611603788274806, -0.01831868389126612, -0.0064572559494990855, 0.02999274426838383, 0.014178992845700122, 0.03104262908163946, 0.04795355057285633, 0.01016506867017597, 0.05150828437763266, 0.029586495540570468, -0.004547068063402548, -0.024109193887852598, 0.04737433836908167, 0.008711932168807834, -0.033417956132325344, -0.00903692952124402, -0.04865706310374662, 0.013118205422870233, -0.016611148923402652, -0.004710036377218785, 0.02839360931830015, 0.011867325920320582, -0.01790876212180592, 0.0580349479898814, 0.021154654648853466, 0.016867063719473663, -0.025168239255435765, -0.002001005341298878, -0.024531286187993828, -0.02226859875372611, 0.005828418179589789, -0.021856767183635384, 0.018478909234545426, 0.0036053924122825265, -0.01990427848068066, -0.03120609262259677, 0.022477957638329826, 0.02696364957955666, -0.02791950770188123, 0.016947807187534636, 0.007706332020461559, -0.023461830642190762, -0.050069219767465256, -0.005923419652390294, -0.014677024351840373, 0.008215975598432124, -0.03344537540397141, -0.023743258105241694, -0.04702115845429944, 0.03175276881665923, 0.01096135149418842, -0.013171237708775152, -0.012908995209727436, -0.013576367171481252, -0.03138907748507336, 0.0058419894612598, -0.02557954381336458, -0.06517515331142931, -0.04596783788292669, 0.03943984187208116]"
abcnews.go.com,2025-12,"[-0.0005148226098919457, 0.06970988412980329, 0.06701162934768945, 0.04012594850395213, 0.06903288953683594, 0.014803609683771025, -0.04106543263928457, -0.04043970113112168, -0.040067003095332024, 0.011385428634556856, 0.015180931701748208, -0.016448224894702435, -0.01666293123906309, 0.02563850183717229, 0.025378438030284913, 0.016598794736306776, -0.02920222892002626, -0.030065023551949045, -0.03855522036213766, -0.010327025528319857, 0.014274025166576559, 0.03820499870926142, -0.01517093109644272, 0.023963489569723606, -0.04596831734207543, -0.01802075184373693, -0.023332245817238636, 0.0005152139135382392, -0.03765907801095058, 0.03929337414658882, -0.021320941857993603, 0.06678536204113202, -0.05802907540716908, 0.007421850057488138, -8.183061568574472e-05, 0.024387194351716476, 0.020253735573285005, -0.007919196780263022, -0.0033715291329744186, -0.013805464703843674, -0.0008463518355380405, -0.06552363737401637, 0.010971112187359144, -0.0061359445310451765, -0.017386624359377576, -0.014098422495986928, -0.009083558551289818, -0.01149289269762283, -0.014108556566167284, -0.02461587857793678, 0.03359670570882207, 0.014994577928022905, -0.023395126960663634, -0.043688402976840734, -0.007844234562732956, -0.05098588733447038, 0.009523305301131173, -0.001871477473865856, -0.011504410775656155, 0.008516245944933458, 0.015527228486131538, -0.04837757873941551, -0.02084523591805588, 0.021233649797398935, 0.07968402787281031, 0.011980555062605576, -0.01595630848102949, 0.04606874337927862, -0.041676723482933914, -0.02136150275526399, -0.012074069818481803, 0.01664577636190436, 0.019406381486491722, -0.04315993511541323, -0.003803259354423393, -0.03830816994675181, -0.009706741537560116, 0.05442806374577975, 0.07408505779775706, -0.02881297172809189, 0.04888907455659302, -0.019261547523042696, 0.004651922986588695, -0.05070738612928174, 0.018034225160425358, -0.004421074790033427, -0.021326536609029226, -0.036096439146521414, 0.011661948297511448, 0.012623029443520036, -0.008435898672112009, -0.03622076516462998, 0.0764257797378708, 0.036153646524656906, -0.05317444633692503, 0.05455796513706446, -0.019101208583875137, -0.02552745406600562, -0.003760413478382609, -0.00033235024999488485, 0.03166033383670517, 0.040610581043769016, -0.028464995663274418, -0.0142770301211964, -0.010142908516255293, -0.008977583702124486, -0.025090102614326912, -0.02415855096610771, 0.005932935629971325, -0.006322113289074464, -0.053374973041090096, 0.015308198603716764, -0.013696651334281672, -0.025886729153254153, -0.014716259944675998, -0.003891475075347857, 0.03496576066721569, -0.020425675860182804, 0.020009605298665436, -0.03501595768400214, -0.03401238268071955, -0.030965979253365236, -0.010972143066200342, 0.009731157936833122, 0.03457461869005452, -0.023543135919184846, -0.0018813269615004008, -2.3846587753837343e-33, 0.0009123794311149554, -0.025494841012087734, 0.03451546670443018, -0.01813136786222458, 0.029139534406236966, 0.01515834287486293, -0.04688807680610229, -0.054983087265017355, -0.01871127440509471, -0.033944751897996124, -0.01094828194684603, 0.021119151603091846, -0.007701760462210091, 0.04488331587477164, 0.04043048560958017, -0.05400570782578804, -0.046792337311093106, 0.041304830123077736, 0.0005076694386926564, 0.004833601288158785, -0.003333592406389388, -0.016787087777629495, 0.04041293462399732, 0.009482441808689724, 0.016737366941842167, -0.007675691510402513, 0.06257759034633636, -0.0062482746063985605, 0.003911502066661011, 0.018842397765679794, 0.022594932509078222, 0.010084957096048376, -0.025588749548081647, 0.024101230339676313, -0.028476522298826076, 0.01836012420244515, -0.027736329441805454, 0.018087323453404348, -0.021906521869823337, 0.007911351488225839, 0.0069340679117224436, 0.0255338116125627, -0.014839829369024797, -0.009902393445372581, 0.01445445102978159, -0.027208287607539784, 0.040751145919784904, 0.0042312446431341496, -0.017563750692219895, 0.017739681569351393, -0.05870247543895279, 0.022977771830152382, -0.01951938901435245, -0.04689698657867583, 0.03877719661051577, -0.05410718151622198, 0.029552382247691803, -0.030435882593420418, -0.014362124620344151, -0.05745971137234433, -0.048374292461878875, 0.02197733267464421, -0.020854417361657728, 0.015376787950200114, 0.06010711472481489, 0.05038618571548299, 0.024469911205497654, 0.0021593459797176447, -0.05728330226107077, -0.010347347029230812, 0.024358872324228287, 0.0018205713396045294, -0.0018096329771320927, 0.02569679788906466, 0.0041626890762761996, -0.013038590428715741, -0.003922599875791507, -0.007094338366931135, -0.018676184329458258, 0.029488867487419735, -0.01581301853399385, 0.018223630476065657, 0.03568824046206745, -0.023786964752203363, -0.0065690218894319105, -0.04521990012885495, -0.008222742768173868, 0.026208667931231586, 0.0682379301129417, -0.0050013899083503266, -0.013357029180042446, -0.012824323366988789, 0.06861970865760338, 0.026000524955717, 0.014328447900797155, 2.0382247193529336e-34, -0.0032816174313087354, 0.011149697873572057, -0.006562209984456951, -0.005335103148933162, 0.005275551589544524, -0.04299540318210016, 0.01278458249924535, -0.03540580254048109, 0.0022194656458767977, -0.012962767600335857, -0.04097580223936926, 0.036653108640827915, 0.017973166551779617, 0.019668190655383198, 0.041768431875177404, -0.026680576996031134, 0.024454062624665148, 0.0041863547045398845, -0.017787813716991382, -0.024533653462474995, 0.041615539992397484, -0.006891907404430888, -0.015931048007173973, 0.08138224685733969, -0.07655296203765002, 0.012287889467023144, 0.03985906864347106, -0.02051866358041562, 0.02306821865071966, -0.0300045216625387, -0.05656291341239756, 0.07069310664453289, -0.05831940658390522, 0.04674211030148647, -0.02016779859232801, -0.02158695315434174, -0.011652875458821654, -0.015043925324624235, -0.029904003720730543, 0.010114477449943397, 0.01290029160339724, -0.048103600571101364, 0.005873913622715257, -0.038146912839941004, -0.006560965113087811, -0.003686529785310003, 0.009168742901899597, 0.01354864504272965, 0.015114333712104284, -0.012994772288948298, 0.04954326353882524, 0.01979229491288689, -0.04867082410915331, 0.018292660295793958, 0.003152133642949841, -0.01984293049794029, 0.019202573055570774, -0.009048752772452479, -0.014017278053374453, -0.009232865942811424, 0.008015919688411734, 0.028366459533572197, 0.026216787413101305, 0.012171198275278915, -0.0026161629304459148, -0.01412310315804048, 0.013074758377942171, -0.012908791615204378, 0.0762881056659601, 0.012815522142442536, 0.005417766367000612, -0.035250600342723454, -0.061441550285301426, -0.010145051447166637, 0.006292207145386122, -0.01092450551434674, -0.006007815817032348, 0.016078461808237163, -0.01916511318731037, 0.04525151095268401, 0.005762801166962494, -0.0006441595456139607, 0.008817214688116854, -0.011966682018034837, 0.04507658630609512, -0.034360657424919984, -0.013017107737885619, -0.07247330011291937, 0.02651771530508995, 0.05493197367336093, -0.06558317758820274, -0.009926435283639214, -0.06561112454669042, 0.045730338601226155, -0.0363554082472216, -1.9592509271536652e-08, 0.027683595491742544, -0.02367591334041208, 0.04025132932954214, 0.05209994984960014, -0.028085088992322035, 0.017708687111735344, 0.00935349456796592, 0.04121561619368466, -0.010980317527851597, -0.008615462942874397, 0.0684680356644094, 0.05813473655143753, 0.08707829124548218, 0.0324689054925164, -0.028832658278671177, -0.03283608063462783, 0.044133022469891744, 0.015533242374658585, -0.023586953841996463, 0.005306567467579787, -0.00896140310743993, 0.016832822933793068, -0.006618528880856254, -0.006397194144400683, 0.02545687607066198, 0.026790057615885002, -0.0024382025003433228, 0.06475153912536123, 0.03895514435134828, -0.008015754886648872, -0.010295600355179473, -0.01657843767580661, -0.03155244660394436, -0.020608891209121794, -0.028588078111748804, -0.03801409781656482, -0.00459552729840983, 0.019409095508639108, 0.014252692268531642, 0.0004892194304953922, -0.015712775448760527, 0.07937450336546382, -0.03182026820087975, 0.04570854776962237, -0.017734068572859873, -0.06416285537521947, -0.04700076643546874, 0.033380381371402604, -0.011292694771493023, 0.04241080878471786, -0.017843637461985716, -0.0392841093072837, -0.0037030348215590825, -0.000788589693415402, 0.02092503368410028, 0.01718159739605405, 0.00464403142475269, 0.000941128491170027, -0.018431959419765255, 0.029375252425035633, 0.025409884830217132, -0.05221202817152847, -0.012569872704757885, 0.03575190994888544]"
abcnews.go.com,2026-01,"[-0.013073067077332072, 0.07010040514998966, 0.06372828802300824, 0.029956482531916764, 0.0687164966430929, -0.012113650562241673, -0.045922596318026386, -0.008581335811565319, -0.012998327354176177, 0.056247996942450605, 0.00942165971112748, -0.0382988842514654, -0.016606218026330073, -0.004513900164359559, 0.016967809448639553, 0.026614580458752042, -0.04116848876906766, -0.012223082335872782, -0.01076975568301148, -0.007890700595453382, 0.022991552483290434, 0.013961308571096096, -0.025375673971009545, -0.0067921944169534575, -0.006985979277588841, 0.008817663551275877, -0.007085717904071013, 0.023439462167314358, -0.010114876061884893, 0.027606115391891863, -0.0417832654590408, 0.0507947796334823, -0.06476341834705737, 0.015575738934179148, 0.028297115065571334, 0.012846137060680322, -0.0010406326101575461, 0.0037193125527766016, -0.03797792565698425, -0.003915875632729795, 0.0011077484685099786, -0.023090511456959777, 0.02965730894356966, -0.028842890531652503, -0.013669367413967848, -0.011596944545292191, 0.014689698660125336, 0.01851502102282312, -0.017367966576582856, -0.023569611315098073, 0.01371627150931292, 0.026652752111355465, -0.008656564039281674, -0.019460155111220147, -0.02506112128483235, -0.052611402028964624, 0.019412195154776175, -0.0019862988653282323, 0.021604336746450927, -0.010067934894727336, 0.008049156827231249, -0.014357276157372527, -0.029523890957029328, 0.006823357162324505, 0.05185511718607611, 0.020487776013194688, -0.01303516143363797, 0.012210159976449277, -0.028314961741367977, 0.0006517842670695649, 0.009550640540611412, 0.0061355505345596206, -0.005917992960247729, -0.030921886985500652, -0.026149637169308133, -0.0024273948123057685, -0.013616062002256513, 0.0366824487508792, 0.04389689697159661, -0.0183943974164625, 0.05891481559309694, -0.0290324328881171, 0.0038956072595384386, -0.042784105986356735, 0.022135575586515997, 0.007324685394350026, 0.028958879462960694, -0.023655474936175678, 0.046420246155725584, 0.00818394460172082, 0.0019700731952778166, -0.03687918787020155, 0.05856434235142337, 0.015275273834251694, -0.06850824629267056, 0.02568928140438705, 0.01869329685966174, -0.016904955134830542, 0.018203780658950564, -0.004887943518244558, 0.04375866459061702, 0.005301856513445576, -0.013568973427431451, -0.030170544231724408, -0.004043613870938619, 0.0025174637945989766, 0.024997889685134094, -0.009150402051293187, 0.03280455882971486, -0.0009480070245141784, -0.0627931830369764, 0.02303465274679992, -0.012876709505993253, -0.024846798222925928, 0.005155690738724338, -0.003633762050109605, 0.024364914124210674, -0.01986411027610302, -0.004512265169372161, -0.01982067421906524, -0.0036949394270777702, -0.02209627266145415, -0.04544500230501095, 0.01856624441117876, 0.01449362581802739, 0.0041466281270711785, -0.005441369851016336, -1.3872891028788783e-33, 0.03201605056205557, -0.021561144644187555, 0.02361289374271615, -0.02667560526687238, 0.0570720380379094, 0.007862335898809962, -0.024597914682494268, -0.047363900734732546, -0.014237155413462056, -0.016591917309496138, -0.008557277628117137, -0.009541920489735074, -0.01776392799284723, 0.006780424569216039, 0.005843737951686813, -0.010987745494478278, -0.03566006602098545, 0.0005548017927341991, 0.011437637110551199, -0.0015822510338491863, -0.010485919192433357, -0.01283668028190732, 0.040898868865850896, 0.04795280696513752, -0.026908840828885634, -0.003530376280347506, 0.040833632067208074, -0.034407633253269725, 0.02150529278959665, 0.011148152045077749, 0.030508236959576607, 0.0013484962497993063, 0.01891270022477127, 0.012049683266215853, -0.002502687999771701, 0.018366311107658677, 0.008737981215947203, 0.01899840186039607, -0.018484914468394384, 0.0076626784284599125, -0.016067535461237032, -7.428353031476338e-05, 0.006816486207147439, -0.008904955311057469, 0.0036192874734600386, -0.05797536950558424, 0.0218139223030044, 0.003917270391765568, -0.02815966731415958, 0.013091556520925628, -0.03305461110236744, 0.01257579903014832, -0.017903418745845556, -0.04057208637499975, -1.7137861707144315e-05, -0.011452463352017932, 0.013631103974249627, -0.0008825532988541656, 0.0186590379388589, -0.015178917286296686, -0.02170171706691488, 0.005972769460640848, 0.011610307265073061, 0.003727362853371435, 0.026586832633862894, 0.022360402573313978, 0.037987899863057666, 0.007296532314891617, -0.02136528177329132, -0.030404759363995656, 0.016494591513441667, 0.010089333893524276, 0.008220998997179171, 0.025255270198815398, -0.0005623113053540388, -0.007576158166759544, -0.016407370877762634, -0.003040726050838, -0.009535562091817459, 0.030411676038056612, -0.01726792149970101, -0.0201470746865703, 0.04196159515736832, -0.007604213327997261, -0.01989733361470927, -0.040599162172940045, -0.01892795879393816, 0.027821803032161876, 0.038130080637832485, -0.008182246651914384, -0.008838233434491687, -0.02428500323245923, 0.04269337260888682, 0.009446606479792131, 0.013716149722717496, -2.1353280897349586e-34, -0.022349918364650674, 0.0012415638581539195, 0.009074093153079351, -0.011818329079283608, 0.014948338735848665, -0.05417526037328773, -0.0016853663481823686, -0.007830218567202488, 0.012565119243744347, -0.022315635190655787, -0.03723778508073236, -0.005344725420905484, 0.0004955181438061926, 0.04042060917709023, 0.005709811941617065, -0.015385834965854883, 0.010516173464970456, 0.0033606615745359, -0.01876986978782548, -0.013670404777965613, 0.000873716315254569, -0.010092317074951198, 0.0037379533880286748, 0.08611223929458195, -0.05172543734725979, 0.029348971425659127, 0.01522875152942207, -0.014485146902087662, 0.05351879633963108, -0.027798060172547896, -0.02712705186826901, 0.07395383715629578, -0.04793696560793453, 0.047311183778219856, -0.03227355139743951, -0.0005241808378034168, 0.012745627926455604, 0.0015214914844060938, -0.013715942338522937, 0.009390000202175643, 0.013300966031642424, -0.03775509653819932, 0.0025756366214611465, -0.031520174712770514, 0.02349290686349074, -0.01436621964805656, 0.02171939259601964, 0.0023976065114968354, 0.032310608567463026, -0.026143214975794155, 0.027479372090763517, 0.03180564298397965, -0.014660053382006785, 0.03699499130662945, 0.011306114960461855, -0.01781696608910958, 0.03189317417208157, -0.0004990447131502959, -0.022404591863354046, -0.0025924257934093475, -0.019787496162785426, 0.03178017392444114, -0.01668472262584449, 0.0067023345165782506, 0.02567536647741993, 0.0213693016105228, -0.01359450046180023, -0.017244214916394815, 0.06200813026063972, -0.024262946823404893, 0.004397361849745114, -0.01384138512528605, -0.03854311712914043, -0.043252276360160775, 0.02969258154431979, -0.021344787027272914, -0.02590151356222729, 0.04060172589702739, -0.015539420910903977, 0.032867944695883326, -0.004358224467270904, -0.03182158391993855, -0.0038418505185594163, -0.012813154090609815, 0.013622889566856125, -0.00792649277071986, 0.01704819231397576, -0.09408874457909001, -0.011644188780337572, 0.023360292116800945, -0.06874132052891785, -0.014131643447197147, -0.06017000021206008, 0.035998763516545296, -0.020492406251529854, -1.8104911347904817e-08, 0.02588520111102197, -0.004510393366217613, 0.007891234527859423, 0.06014551636245516, -0.008973194286227226, -0.03084222341163291, 0.004066858854558732, 0.06750514544546604, -0.008154894500168867, -0.016510230126894183, 0.012044684366426535, 0.05429309109846751, 0.09607993066310883, 0.0105336955231097, -0.036402293584413, -0.011846974050664963, 0.025252614584234025, 0.018122302885684703, -0.0032532262201938364, -0.019404302221826382, 0.0005062188849680953, 0.005647623549318976, -0.023801768198609352, -0.0006658869258697248, 0.021237783030503325, 0.018942096994982824, 0.010644212261670165, 0.03444497276925378, 0.03763685334059927, -0.0018650842571838035, -0.04156855550698108, -0.019435147444407146, -0.004537560886496471, -0.015812387677013047, 0.0005810662599590918, -0.03510679527082377, -0.01130616075048844, 0.002060524640708334, 0.0044454550370574, -0.012375403506060442, -0.009233680860132962, 0.06651891188489066, 0.008826617358459366, 0.017344567885932822, -0.007157014404785716, -0.017978817198632494, -0.024348338031106524, 0.026767319689194363, 0.023711486124537058, -0.009186534107559256, -0.029565836011897773, -0.027423498841623466, -0.009604296026130518, 0.0024725135622753035, 0.012794771089425517, -0.014753291254035301, 0.025973831206404913, 0.01446600372178687, -0.03254565048134989, 0.0011212784900433486, 0.012502415364401208, -0.051063509140577584, -0.024581849461861163, 0.03286227506274978]"
