outlet_1,outlet_2,cosine_distance
reuters.com,spectator.org,0.55051198934013
augustachronicle.com,bostonglobe.com,0.5353600951789186
bostonglobe.com,cbsnews.com,0.5274289368381407
cbsnews.com,denverpost.com,0.5230202542076088
augustachronicle.com,denverpost.com,0.5075208579560453
reuters.com,vox.com,0.5012211069537041
cbsnews.com,reuters.com,0.4960364179272414
cbsnews.com,npr.org,0.4940697592832015
bloomberg.com,spectator.org,0.48807479558516664
bostonglobe.com,townhall.com,0.48510808043797193
